Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Indianapolis Indians,Triple A,First Inning,47,45,12,13,4,2,2,2,1,7,3,1,1,.289,.319,.600,.919
Indianapolis Indians,Triple A,Second Inning,14,12,2,4,0,1,0,6,2,1,1,0,0,.333,.429,.500,.929
Indianapolis Indians,Triple A,Third Inning,30,25,5,6,1,2,1,2,5,3,1,0,0,.240,.367,.560,.927
Indianapolis Indians,Triple A,Fourth Inning,14,12,2,4,1,0,0,1,2,0,0,0,0,.333,.429,.417,.846
Indianapolis Indians,Triple A,Fifth Inning,27,26,6,10,2,2,1,4,1,2,0,0,0,.385,.407,.731,1.138
Indianapolis Indians,Triple A,Sixth Inning,23,22,4,7,2,0,0,3,1,4,1,0,0,.318,.348,.409,.757
Indianapolis Indians,Triple A,Seventh Inning,19,17,4,6,0,0,0,1,2,1,2,0,0,.353,.421,.353,.774
Indianapolis Indians,Triple A,Eighth Inning,25,23,4,6,0,1,0,0,2,4,2,0,0,.261,.320,.348,.668
Indianapolis Indians,Triple A,Ninth Inning,15,15,2,5,0,0,0,1,0,1,0,1,0,.333,.333,.333,.666
Indianapolis Indians,Triple A,Extra Innings,5,4,0,0,0,0,0,0,1,1,0,0,0,.000,.200,.000,.200
