Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,97,92,95,91,98,91,84,84,85,90,45,97,19,94,87,,
2016,69,52,67,70,72,79,70,60,82,77,38,77,31,78,95,,
2017,83,85,75,66,87,76,63,59,72,69,65,78,62,89,90,20,
2018,86,64,64,63,92,76,62,72,79,74,47,92,62,99,87,5,
2019,,,,,,,,,73,,,,,,91,,
2020,74,78,78,70,67,71,52,65,70,61,65,50,72,82,65,,29
2021,65,28,52,62,76,55,56,38,76,39,39,97,39,94,89,6,29
2022,61,58,55,55,65,70,57,51,69,50,47,70,53,92,90,,36
