PITCHERS - BOS,IP,H,R,ER,BB,SO,HR,ERA
Hill,6.0,3,3,1,1,6,2,4.27
"Schreiber(W, 4-4)",1.0,1,0,0,0,1,0,2.25
"Brasier(H, 12)",1.0,0,0,0,0,1,0,5.72
"Barnes, M(S, 7)",1.0,1,0,0,0,0,0,4.42
,9.0,5,3,1,1,8,2,
