PITCHERS - LAA,IP,H,R,ER,BB,SO,HR,ERA
"Suarez, J(W, 5-6)",6.0,3,2,2,3,6,1,4.10
"Tepera(H, 16)",1.1,1,1,1,0,2,1,3.88
"Quijada(H, 5)",1.0,1,0,0,0,0,0,3.42
"Herget(S, 4)",0.2,1,0,0,0,1,0,2.75
,9.0,6,3,3,3,9,2,
