BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,1,2,1,1,1,0,.275,.899
TurnerSS,5,1,1,0,0,0,2,.304,.832
"Freeman, F1B",3,1,1,1,2,0,0,.331,.930
"Turner, JDH",4,0,1,1,1,1,1,.282,.811
Muncy3B,3,0,1,1,2,0,1,.201,.723
"Thompson, TLF",4,0,0,0,1,2,7,.251,.852
"Taylor, Ch2B",4,0,0,0,0,3,5,.225,.690
BellingerCF,4,1,0,0,0,1,1,.199,.634
"Barnes, AC",3,0,0,0,0,0,0,.214,.712
,34,4,6,4,7,8,17,,
