BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
MarshLF,3,1,2,0,1,1,0,.258,.703
TroutDH,4,0,1,1,0,2,1,.293,1.026
Rendon3B,3,0,0,0,1,0,1,.231,.716
Walsh1B,4,0,1,0,0,3,2,.260,.778
Duffy2B,4,0,2,0,0,1,0,.305,.690
LagaresRF-CF,4,0,0,0,0,3,3,.222,.522
SuzukiC,3,0,0,0,1,2,0,.203,.597
WadeCF-SS,3,0,0,0,0,2,2,.213,.541
"Velazquez, ASS",2,0,0,0,0,2,0,.175,.500
a-RengifoPH-RF,1,0,0,0,0,0,0,.231,.638
,31,1,6,1,3,16,9,,
