,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2017,BAL,AL,20,63,60,4,13,3,0,1,8,2,16,0,0,0,.217,.238,.317,.555
,2019,BAL,AL,21,75,68,12,21,6,0,4,13,7,13,2,0,0,.309,.373,.574,.947
,2020,BAL,AL,33,134,122,20,34,2,0,4,9,8,25,2,3,2,.279,.328,.393,.721
,2021,BAL,AL,131,529,488,73,125,26,4,22,71,28,107,4,3,9,.256,.308,.461,.769
,2022,BAL,AL,145,582,535,66,134,35,2,16,60,34,114,2,4,10,.250,.306,.413,.719
,5 Seasons,BAL,AL,350,1383,1273,175,327,72,6,47,161,79,275,10,10,21,.257,.309,.434,.743
