PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Cole(L, 9-4)",6.0,7,6,6,1,8,3,3.56
"Peralta, Wa",0.2,2,1,1,0,0,1,2.48
Loáisiga,0.1,0,0,0,0,0,0,6.38
Marinaccio,1.0,1,0,0,0,1,0,2.08
Trivino,1.0,0,0,0,0,0,0,6.15
,9.0,10,7,7,1,9,4,
