BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,1,2,0,0,0,1,.275,.881
TurnerSS,4,1,1,0,0,0,3,.305,.844
"Freeman, F1B",4,0,2,2,0,2,2,.324,.926
"Smith, W.D.C",4,0,0,0,0,0,3,.270,.830
Muncy3B,4,0,2,0,0,0,0,.174,.649
Lux2B,3,0,0,0,0,1,2,.297,.799
a-AlbertoPH-2B,1,0,0,0,0,0,0,.257,.658
GalloDH,3,0,0,0,0,2,2,.160,.612
"b-Thompson, TPH-DH",1,0,1,0,0,0,0,.248,.789
"Taylor, ChLF",4,0,0,0,0,2,2,.233,.713
BellingerCF,3,2,3,2,0,0,0,.212,.674
,35,4,11,4,0,7,15,,
