Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,2.1,16,736,32.5,214,.283,.492,.380,16.1,14.5,14.2,.285,.553,.400,47.1
2022,Slider,,2.9,13,440,19.5,106,.258,.619,.392,29.4,23.6,15.6,.243,.520,.354,37.5
2022,Changeup,,-1.0,-3,334,14.8,78,.188,.304,.258,19.5,14.1,10.6,.274,.411,.341,40.7
2022,Sinker,,0.6,2,287,12.7,76,.290,.522,.389,14.8,9.2,10.1,.292,.514,.379,46.8
2022,Curveball,,1.7,4,240,10.6,69,.238,.460,.330,15.1,11.6,11.1,.228,.409,.309,38.2
2022,Cutter,,-2.7,-5,182,8.0,50,.191,.277,.233,25.0,20.0,28.6,.198,.280,.236,35.1
2022,Splitter,,4.1,2,38,1.7,10,.400,.800,.505,33.3,30.0,20.0,.257,.520,.335,28.6
2022,N/A,,15.3,1,5,0.2,2,.500,.500,.450,33.3,0.0,--,.304,.349,.288,50.0
2021,4-Seamer,,1.6,11,710,32.6,192,.310,.615,.416,16.5,16.1,15.0,.314,.636,.420,56.6
2021,Slider,,-0.2,-1,364,16.7,94,.214,.464,.320,26.7,19.1,15.4,.259,.519,.360,43.3
2021,Sinker,,-0.1,0,336,15.4,97,.300,.467,.357,15.6,13.4,16.5,.316,.563,.395,49.4
2021,Changeup,,2.4,7,295,13.5,65,.339,.644,.448,21.9,12.3,9.4,.324,.584,.403,30.2
2021,Curveball,,2.7,6,221,10.1,60,.259,.426,.333,21.4,18.3,18.3,.313,.537,.394,39.5
2021,Cutter,,5.5,9,164,7.5,34,.433,.867,.618,21.7,11.8,9.5,.341,.648,.448,57.7
2021,Splitter,,-1.1,-1,69,3.2,15,.167,.250,.283,45.2,33.3,17.2,.172,.213,.273,28.6
2021,N/A,,7.5,1,12,0.6,3,.333,1.333,.667,0.0,0.0,0.0,.093,.265,.147,33.3
2021,Knuckleball,,7.4,1,9,0.4,2,--,--,.700,--,0.0,--,--,--,.700,--
2020,4-Seamer,,5.5,14,263,30.5,82,.365,.743,.509,12.3,8.5,9.6,.313,.600,.413,52.2
2020,Slider,,-2.6,-4,164,19.0,31,.103,.207,.145,34.6,41.9,25.5,.163,.232,.182,29.4
2020,Sinker,,-1.5,-2,134,15.5,39,.206,.324,.287,21.5,25.6,27.0,.250,.419,.337,50.0
2020,Changeup,,0.2,0,119,13.8,35,.229,.429,.304,22.1,20.0,25.9,.269,.399,.287,35.7
2020,Curveball,,2.4,2,88,10.2,18,.333,.500,.358,26.5,16.7,11.1,.230,.311,.233,46.7
2020,Cutter,,0.6,0,69,8.0,15,.267,.533,.337,27.9,26.7,23.5,.279,.526,.342,27.3
2020,Splitter,,12.1,2,20,2.3,5,.250,.750,.460,50.0,40.0,20.0,.122,.248,.266,50.0
2020,N/A,,5.3,0,5,0.6,1,--,--,.700,--,0.0,--,--,--,.700,--
2019,4-Seamer,,1.2,1,70,27.0,19,.353,.706,.471,25.0,31.6,25.0,.286,.685,.427,63.6
2019,Slider,,-2.5,-1,49,18.9,13,.154,.385,.223,50.0,53.8,50.0,.236,.499,.299,100.0
2019,Changeup,,-7.5,-3,44,17.0,12,.083,.333,.167,33.3,33.3,30.8,.159,.293,.187,12.5
2019,Curveball,,7.4,2,32,12.4,9,.375,.875,.539,14.3,11.1,14.3,.301,.636,.418,42.9
2019,Sinker,,2.8,1,30,11.6,10,.444,.667,.500,6.7,10.0,14.3,.405,.649,.471,62.5
2019,Cutter,,-4.4,-1,21,8.1,5,.200,.200,.180,11.1,0.0,0.0,.158,.246,.165,0.0
2019,Splitter,,1.1,0,13,5.0,3,.333,.333,.300,71.4,33.3,20.0,.311,.378,.292,50.0
2018,4-Seamer,,-2.3,-2,102,36.7,31,.111,.185,.200,11.3,9.7,11.1,.289,.435,.364,54.2
2018,Sinker,,-2.1,-1,59,21.2,16,.231,.308,.322,20.0,12.5,28.6,.296,.420,.386,36.4
2018,Slider,,-1.0,0,36,12.9,7,.429,.571,.436,38.9,28.6,20.0,.331,.397,.322,60.0
2018,Curveball,,-6.1,-2,30,10.8,6,.000,.000,.117,58.3,50.0,20.0,.029,.031,.144,0.0
2018,Changeup,,-3.3,-1,26,9.4,6,.000,.000,.000,33.3,16.7,25.0,.271,.375,.273,40.0
2018,Cutter,,-10.4,-2,17,6.1,5,.000,.000,.000,18.2,20.0,25.0,.234,.278,.220,25.0
2018,Splitter,,-2.9,0,6,2.2,1,.000,.000,.000,20.0,100.0,33.3,--,--,.000,--
