Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2015,2 Teams,,Minors,DH,15,15,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,RF,43,43,361.2,81,75,5,1,1,,.988
2015,2 Teams,,Minors,CF,5,5,43.1,17,17,0,0,0,,1.000
2015,2 Teams,,Minors,DH,15,15,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,RF,43,43,361.2,81,75,5,1,1,,.988
2015,2 Teams,,Minors,CF,5,5,43.1,17,17,0,0,0,,1.000
2015,2 Teams,,Minors,DH,15,15,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,RF,43,43,361.2,81,75,5,1,1,,.988
2015,2 Teams,,Minors,CF,5,5,43.1,17,17,0,0,0,,1.000
2015,GCL Astros,GCL,ROK,CF,4,4,35.1,15,15,0,0,0,,1.000
2015,GCL Astros,GCL,ROK,RF,17,17,134.1,24,21,3,0,0,,1.000
2015,GCL Astros,GCL,ROK,DH,12,12,0.0,0,0,0,0,0,,.000
2015,Greeneville Astros,APP,ROK,CF,1,1,8.0,2,2,0,0,0,,1.000
2015,Greeneville Astros,APP,ROK,RF,26,26,227.1,57,54,2,1,1,,.982
2015,Greeneville Astros,APP,ROK,DH,3,3,0.0,0,0,0,0,0,,.000
2015,2 Teams,,ROK,CF,5,5,43.1,17,17,0,0,0,,1.000
2015,2 Teams,,ROK,RF,43,43,361.2,81,75,5,1,1,,.988
2015,2 Teams,,ROK,DH,15,15,0.0,0,0,0,0,0,,.000
2016,2 Teams,,Minors,LF,21,21,186.0,40,38,2,0,0,,1.000
2016,2 Teams,,Minors,RF,20,20,162.0,35,31,2,2,0,,.943
2016,2 Teams,,Minors,CF,64,64,547.0,137,128,8,1,0,,.993
2016,2 Teams,,Minors,DH,12,12,0.0,0,0,0,0,0,,.000
2016,2 Teams,,Minors,LF,21,21,186.0,40,38,2,0,0,,1.000
2016,2 Teams,,Minors,RF,20,20,162.0,35,31,2,2,0,,.943
2016,2 Teams,,Minors,CF,64,64,547.0,137,128,8,1,0,,.993
2016,2 Teams,,Minors,DH,12,12,0.0,0,0,0,0,0,,.000
2016,2 Teams,,Minors,LF,21,21,186.0,40,38,2,0,0,,1.000
2016,2 Teams,,Minors,RF,20,20,162.0,35,31,2,2,0,,.943
2016,2 Teams,,Minors,CF,64,64,547.0,137,128,8,1,0,,.993
2016,2 Teams,,Minors,DH,12,12,0.0,0,0,0,0,0,,.000
2016,Quad Cities River Bandits,MID,A(Full),LF,17,17,155.0,29,27,2,0,0,,1.000
2016,Quad Cities River Bandits,MID,A(Full),CF,61,61,522.0,131,123,7,1,0,,.992
2016,Quad Cities River Bandits,MID,A(Full),RF,14,14,113.0,23,20,1,2,0,,.913
2016,Quad Cities River Bandits,MID,A(Full),DH,9,9,0.0,0,0,0,0,0,,.000
2016,Lancaster JetHawks,CAL,A(Adv),LF,4,4,31.0,11,11,0,0,0,,1.000
2016,Lancaster JetHawks,CAL,A(Adv),CF,3,3,25.0,6,5,1,0,0,,1.000
2016,Lancaster JetHawks,CAL,A(Adv),RF,6,6,49.0,12,11,1,0,0,,1.000
2016,Lancaster JetHawks,CAL,A(Adv),DH,3,3,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,RF,37,37,318.2,67,62,4,1,0,,.985
2017,2 Teams,,Minors,DH,10,10,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,LF,19,19,161.0,32,30,1,1,0,,.969
2017,2 Teams,,Minors,CF,54,54,458.2,118,114,3,1,2,,.992
2017,2 Teams,,Minors,RF,37,37,318.2,67,62,4,1,0,,.985
2017,2 Teams,,Minors,DH,10,10,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,LF,19,19,161.0,32,30,1,1,0,,.969
2017,2 Teams,,Minors,CF,54,54,458.2,118,114,3,1,2,,.992
2017,2 Teams,,Minors,RF,37,37,318.2,67,62,4,1,0,,.985
2017,2 Teams,,Minors,DH,10,10,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,LF,19,19,161.0,32,30,1,1,0,,.969
2017,2 Teams,,Minors,CF,54,54,458.2,118,114,3,1,2,,.992
2017,Buies Creek Astros,CAR,A(Adv),LF,9,9,75.0,11,10,1,0,0,,1.000
2017,Buies Creek Astros,CAR,A(Adv),CF,17,17,141.0,39,36,2,1,1,,.974
2017,Buies Creek Astros,CAR,A(Adv),RF,19,19,168.0,32,30,1,1,0,,.969
2017,Buies Creek Astros,CAR,A(Adv),DH,3,3,0.0,0,0,0,0,0,,.000
2017,Corpus Christi Hooks,TEX,AA,LF,10,10,86.0,21,20,0,1,0,,.952
2017,Corpus Christi Hooks,TEX,AA,CF,37,37,317.2,79,78,1,0,1,,1.000
2017,Corpus Christi Hooks,TEX,AA,RF,18,18,150.2,35,32,3,0,0,,1.000
2017,Corpus Christi Hooks,TEX,AA,DH,7,7,0.0,0,0,0,0,0,,.000
2018,Fresno Grizzlies,PCL,AAA,LF,32,32,278.0,50,45,4,1,2,,.980
2018,Fresno Grizzlies,PCL,AAA,CF,4,2,26.0,6,5,1,0,0,,1.000
2018,Fresno Grizzlies,PCL,AAA,RF,54,53,452.0,91,86,5,0,3,,1.000
2018,Fresno Grizzlies,PCL,AAA,DH,13,12,0.0,0,0,0,0,0,,.000
2019,Round Rock Express,PCL,AAA,1B,11,9,81.0,72,67,5,0,8,,1.000
2019,Round Rock Express,PCL,AAA,LF,40,39,337.1,57,53,3,1,0,,.982
2019,Round Rock Express,PCL,AAA,RF,60,60,516.0,128,125,3,0,0,,1.000
2019,Round Rock Express,PCL,AAA,DH,13,13,0.0,0,0,0,0,0,,.000
,2 Teams,,ROK,CF,5,5,43.1,17,17,0,0,0,,1.000
,2 Teams,,ROK,RF,43,43,361.2,81,75,5,1,1,,.988
,2 Teams,,ROK,DH,15,15,0.0,0,0,0,0,0,,.000
,Round Rock Express,PCL,AAA,1B,11,9,81.0,72,67,5,0,8,,1.000
