BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,4,0,0,0,0,3,1,.000,.000
Hoskins1B,4,0,0,0,0,1,0,.056,.167
RealmutoC,4,0,1,0,0,1,0,.200,.494
HarperDH,4,0,1,0,0,1,1,.429,1.286
"Castellanos, NRF",3,0,0,0,0,0,2,.200,.517
Bohm3B,3,0,0,0,0,0,1,.250,.792
MarshCF,1,0,0,0,1,1,1,.333,.929
a-VierlingPH-CF,1,0,0,0,0,0,0,.167,.334
Segura2B,3,0,1,0,0,1,1,.333,.802
StottSS,3,0,0,0,0,0,2,.000,.300
,30,0,3,0,1,8,9,,
