Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2016,,,,,,,,,70,,,,,,97,,
2017,,,,,,,,,66,,,,,,87,,
2018,68,23,89,96,19,93,97,92,86,89,4,42,1,50,86,11,
2019,27,3,51,78,8,59,82,86,84,69,2,63,5,73,94,15,
2020,95,92,97,97,67,96,98,98,98,96,12,24,8,30,85,10,86
2021,86,89,91,89,59,91,87,88,96,88,26,14,11,26,85,39,80
2022,86,78,95,95,45,93,94,96,94,98,12,25,5,41,84,14,86
