BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ArozarenaLF,4,1,2,0,0,1,0,.226,.573
FrancoSS,3,1,0,0,1,0,2,.349,.999
"Ramírez, HDH",1,0,1,0,0,0,0,.304,.781
"a-Lowe, BPH-DH",2,0,0,0,0,0,2,.190,.646
"Díaz, Y1B-3B",2,2,1,1,1,0,1,.286,.817
Walls3B,1,0,1,0,1,0,0,.276,.811
b-ChoiPH-1B,2,0,2,2,0,0,0,.351,1.122
MargotRF,4,0,0,1,0,0,7,.286,.658
Bruján2B,3,0,0,0,1,0,2,.000,.250
ZuninoC,4,0,1,0,0,0,1,.086,.246
KiermaierCF,4,1,1,0,0,2,1,.162,.541
,30,5,9,4,4,3,16,,
