PITCHERS - BOS,IP,H,R,ER,BB,SO,HR,ERA
Winckowski,4.0,3,2,2,3,3,0,5.75
"Ort(W, 1-1)",1.2,1,0,0,1,1,0,6.53
"Familia(H, 7)",1.1,0,0,0,0,1,0,5.44
"Strahm(H, 11)",1.0,0,0,0,0,0,0,3.38
"Schreiber(S, 7)",1.0,0,0,0,0,2,0,2.11
,9.0,4,2,2,4,7,0,
