Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Philadelphia Phillies,MLB,First Inning,64,55,7,16,6,1,0,13,7,7,5,1,2,.291,.391,.436,.827
Philadelphia Phillies,MLB,Second Inning,76,69,4,11,4,1,0,2,5,21,0,0,1,.159,.224,.246,.470
Philadelphia Phillies,MLB,Third Inning,48,43,11,16,1,1,3,12,2,11,4,0,1,.372,.396,.651,1.047
Philadelphia Phillies,MLB,Fourth Inning,77,72,9,19,2,0,2,9,2,18,2,0,2,.264,.299,.375,.674
Philadelphia Phillies,MLB,Fifth Inning,57,53,6,20,4,0,2,10,2,10,0,0,1,.377,.404,.566,.970
Philadelphia Phillies,MLB,Sixth Inning,71,64,13,22,3,2,7,15,7,13,3,0,0,.344,.408,.781,1.189
Philadelphia Phillies,MLB,Seventh Inning,49,40,9,11,2,0,1,5,7,11,1,0,2,.275,.408,.400,.808
Philadelphia Phillies,MLB,Eighth Inning,66,59,11,13,2,0,4,9,4,14,1,0,3,.220,.303,.458,.761
Philadelphia Phillies,MLB,Ninth Inning,47,42,5,9,2,0,3,6,5,13,4,0,0,.214,.298,.476,.774
Philadelphia Phillies,MLB,Extra Innings,7,7,0,2,0,0,0,3,0,1,1,0,0,.286,.286,.286,.572
