Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,2.0,13,641,29.2,142,.328,.688,.456,26.3,26.1,19.3,.293,.611,.415,60.4
2022,Slider,,0.1,1,588,26.8,151,.221,.390,.299,30.4,27.2,20.0,.229,.381,.305,39.6
2022,Sinker,,-0.2,-1,428,19.5,136,.295,.402,.364,13.5,6.6,11.1,.340,.486,.393,49.6
2022,Curveball,,1.4,3,182,8.3,37,.281,.469,.334,43.3,40.5,26.3,.244,.388,.303,52.6
2022,Changeup,,0.7,1,179,8.2,46,.286,.405,.343,21.4,13.0,9.8,.291,.427,.315,42.1
2022,Cutter,,0.0,0,147,6.7,37,.265,.529,.388,31.6,21.6,19.5,.208,.367,.284,30.8
2022,Splitter,,-5.5,-1,24,1.1,11,.100,.100,.145,25.0,27.3,27.3,.115,.141,.165,14.3
2022,N/A,,10.0,0,4,0.2,1,--,--,.700,--,0.0,--,--,--,.700,--
2021,4-Seamer,,0.7,5,655,31.3,169,.252,.524,.375,28.6,30.8,23.4,.268,.516,.379,61.5
2021,Slider,,-0.2,-1,514,24.5,124,.214,.333,.269,29.1,26.6,20.0,.187,.311,.241,28.6
2021,Sinker,,0.4,1,364,17.4,109,.298,.457,.378,21.1,16.5,23.7,.285,.416,.354,45.5
2021,Curveball,,1.8,4,203,9.7,40,.395,.553,.426,24.7,22.5,12.7,.302,.501,.359,51.7
2021,Changeup,,-0.8,-1,177,8.4,54,.208,.333,.300,26.0,16.7,17.6,.265,.369,.322,41.0
2021,Cutter,,1.1,2,147,7.0,27,.320,.400,.378,31.1,18.5,14.7,.253,.324,.284,25.0
2021,Splitter,,0.5,0,27,1.3,8,.286,.429,.356,31.3,37.5,17.6,.238,.274,.286,50.0
2021,N/A,,3.8,0,9,0.4,1,--,--,.700,0.0,0.0,0.0,--,--,.700,--
2020,4-Seamer,,-0.2,0,221,29.8,62,.286,.571,.432,34.2,25.8,22.2,.259,.616,.430,48.5
2020,Slider,,-0.2,0,154,20.8,33,.242,.394,.273,34.8,36.4,24.5,.175,.327,.211,28.6
2020,Sinker,,1.4,2,140,18.9,40,.324,.441,.411,17.2,7.5,15.8,.281,.401,.357,48.4
2020,Curveball,,2.3,2,94,12.7,20,.211,.579,.388,29.6,25.0,23.8,.244,.513,.335,35.7
2020,Cutter,,-2.8,-2,61,8.2,14,.154,.154,.179,22.2,35.7,29.4,.236,.360,.288,50.0
2020,Changeup,,-0.2,0,59,8.0,22,.273,.545,.345,29.7,27.3,31.6,.259,.588,.352,37.5
2020,Splitter,,19.9,3,13,1.8,4,.333,1.333,.675,42.9,25.0,16.7,.399,1.383,.710,50.0
2019,4-Seamer,,1.1,8,789,33.8,199,.311,.605,.424,18.6,22.1,17.1,.285,.535,.378,50.0
2019,Slider,,-1.0,-5,493,21.1,114,.202,.385,.288,37.6,31.6,21.1,.210,.325,.267,27.9
2019,Sinker,,-0.7,-2,373,16.0,111,.299,.454,.346,12.8,6.3,8.8,.336,.537,.394,43.6
2019,Curveball,,0.1,0,279,12.0,58,.255,.418,.312,30.7,22.4,18.1,.254,.384,.296,27.9
2019,Changeup,,1.7,4,207,8.9,56,.278,.519,.350,25.8,19.6,15.7,.271,.464,.323,41.9
2019,Cutter,,0.6,1,162,6.9,46,.273,.477,.395,23.9,17.4,21.1,.279,.547,.357,38.9
2019,Splitter,,-1.3,0,28,1.2,7,.286,.286,.257,41.2,57.1,33.3,.188,.208,.173,66.7
2018,4-Seamer,,-0.1,-1,658,32.2,158,.225,.464,.342,16.8,16.5,15.1,.258,.523,.371,44.2
2018,Slider,,0.5,2,432,21.2,104,.237,.381,.306,33.5,31.7,22.9,.216,.362,.278,34.4
2018,Sinker,,3.4,13,385,18.9,109,.378,.653,.468,14.3,8.3,15.5,.378,.657,.465,44.4
2018,Changeup,,-0.6,-1,227,11.1,66,.271,.390,.320,28.1,24.2,19.3,.223,.307,.276,29.5
2018,Curveball,,1.0,2,182,8.9,44,.341,.463,.374,22.2,13.6,10.2,.286,.386,.318,48.6
2018,Cutter,,2.3,3,114,5.6,29,.269,.538,.352,21.4,20.7,19.4,.283,.454,.341,38.1
2018,Splitter,,9.1,4,40,2.0,17,.188,.563,.382,42.3,41.2,28.0,.195,.471,.303,55.6
2018,N/A,,-4.5,0,1,0.0,,--,--,--,0.0,--,--,--,--,--,--
2017,4-Seamer,,-0.6,-4,788,36.3,203,.251,.454,.350,14.9,16.3,15.1,.280,.504,.361,37.7
2017,Sinker,,0.8,3,424,19.5,115,.349,.481,.397,8.8,8.7,10.5,.315,.429,.349,47.4
2017,Slider,,-0.2,-1,423,19.5,110,.272,.456,.330,32.3,25.5,22.0,.253,.399,.306,26.3
2017,Curveball,,2.4,5,197,9.1,35,.294,.529,.360,22.4,20.0,11.9,.317,.511,.361,37.0
2017,Changeup,,-0.4,-1,188,8.7,66,.290,.484,.353,27.4,22.7,21.7,.311,.497,.364,31.9
2017,Cutter,,-4.9,-4,84,3.9,27,.154,.154,.193,14.6,25.9,20.6,.143,.183,.164,10.5
2017,Splitter,,-2.6,-1,46,2.1,13,.083,.083,.123,41.7,46.2,31.6,.099,.110,.137,0.0
2017,Knuckleball,,19.1,2,13,0.6,5,.600,.800,.610,0.0,0.0,0.0,.490,.555,.454,40.0
