PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
"Verlander(W, 10-3)",8.0,2,0,0,1,6,0,2.03
"Pressly(S, 16)",1.0,0,0,0,0,1,0,3.86
,9.0,2,0,0,1,7,0,
