BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Díaz, Y3B",4,1,1,0,0,0,0,.272,.767
Paredes1B,4,1,1,0,0,0,0,.218,.740
"Ramírez, HDH",4,0,1,0,0,0,2,.328,.820
ArozarenaRF,4,1,1,3,0,0,1,.256,.755
BethancourtC,3,0,0,0,0,0,0,.232,.630
SiriCF,3,0,0,0,0,2,1,.188,.537
WallsSS,3,0,0,0,0,0,1,.174,.562
Chang2B,2,0,0,0,0,0,0,.209,.597
"a-Lowe, BPH-2B",1,0,0,0,0,0,0,.232,.724
QuinnLF,3,0,0,0,0,2,0,.197,.546
,31,3,4,3,0,4,5,,
