BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Torres2B,4,0,1,0,0,1,0,.247,.729
JudgeCF,4,0,0,0,0,2,1,.297,1.061
Rizzo1B,4,0,0,0,0,1,0,.218,.826
Donaldson3B,4,0,1,0,0,0,0,.223,.689
TrevinoC,4,0,0,0,0,1,1,.261,.724
BenintendiLF,3,1,2,0,0,0,1,.304,.767
AndújarDH,3,0,0,1,0,2,2,.239,.526
Kiner-FalefaSS,2,0,0,0,1,0,0,.269,.640
GonzalezRF,3,0,0,0,0,1,2,.210,.622
,31,1,4,1,1,8,7,,
