Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2015,2 Teams,,Minors,DH,11,9,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,SS,39,38,333.0,160,50,101,9,14,,.944
2015,GCL Orioles,GCL,ROK,3B,3,3,25.0,9,0,7,2,0,,.778
2015,GCL Orioles,GCL,ROK,SS,33,33,286.0,137,46,83,8,10,,.942
2015,GCL Orioles,GCL,ROK,DH,7,6,0.0,0,0,0,0,0,,.000
2015,Aberdeen IronBirds,NYP,A(Short),SS,6,5,47.0,23,4,18,1,4,,.957
2015,Aberdeen IronBirds,NYP,A(Short),DH,4,3,0.0,0,0,0,0,0,,.000
2016,Delmarva Shorebirds,SAL,A(Full),SS,105,104,887.2,411,165,225,21,54,,.949
2016,Delmarva Shorebirds,SAL,A(Full),DH,10,10,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,DH,8,8,0.0,0,0,0,0,0,,.000
2017,Frederick Keys,CAR,A(Adv),SS,82,82,682.1,281,117,151,13,37,,.954
2017,Frederick Keys,CAR,A(Adv),DH,6,6,0.0,0,0,0,0,0,,.000
2017,Bowie Baysox,EAS,AA,3B,37,36,322.1,95,35,54,6,7,,.937
2017,Bowie Baysox,EAS,AA,DH,2,2,0.0,0,0,0,0,0,,.000
2018,Bowie Baysox,EAS,AA,3B,81,81,693.2,181,49,116,16,12,,.912
2018,Bowie Baysox,EAS,AA,DH,21,20,0.0,0,0,0,0,0,,.000
2019,Norfolk Tides,INT,AAA,1B,84,83,717.0,671,624,43,4,61,,.994
2019,Norfolk Tides,INT,AAA,3B,9,9,70.0,20,2,16,2,1,,.900
2019,Norfolk Tides,INT,AAA,LF,26,26,221.1,42,37,5,0,1,,1.000
2019,Norfolk Tides,INT,AAA,DH,9,9,0.0,0,0,0,0,0,,.000
,FCL Orioles,GCL,ROK,3B,3,3,25.0,9,0,7,2,0,,.778
,FCL Orioles,GCL,ROK,SS,33,33,286.0,137,46,83,8,10,,.942
,FCL Orioles,GCL,ROK,DH,7,6,0.0,0,0,0,0,0,,.000
,Norfolk Tides,INT,AAA,1B,84,83,717.0,671,624,43,4,61,,.994
,Norfolk Tides,INT,AAA,3B,9,9,70.0,20,2,16,2,1,,.900
,Norfolk Tides,INT,AAA,LF,26,26,221.1,42,37,5,0,1,,1.000
,Norfolk Tides,INT,AAA,DH,9,9,0.0,0,0,0,0,0,,.000
,Bowie Baysox,EAS,AA,3B,118,117,1016.0,276,84,170,22,19,,.920
,Bowie Baysox,EAS,AA,DH,23,22,0.0,0,0,0,0,0,,.000
,Frederick Keys,,A+,SS,82,82,682.1,281,117,151,13,37,,.954
,Frederick Keys,,A+,DH,6,6,0.0,0,0,0,0,0,,.000
,Delmarva Shorebirds,CAR,A,SS,105,104,887.2,411,165,225,21,54,,.949
,Delmarva Shorebirds,CAR,A,DH,10,10,0.0,0,0,0,0,0,,.000
,Aberdeen IronBirds,SAL,A(Short),SS,6,5,47.0,23,4,18,1,4,,.957
,Aberdeen IronBirds,SAL,A(Short),DH,4,3,0.0,0,0,0,0,0,,.000
,1 Teams,,Minors,1B,84,83,717.0,671,624,43,4,61,,.994
,3 Teams,,Minors,3B,130,129,1111.0,305,86,193,26,20,,.915
,4 Teams,,Minors,SS,226,224,1903.0,852,332,477,43,105,,.950
,1 Teams,,Minors,LF,26,26,221.1,42,37,5,0,1,,1.000
Career Minors,6 Teams,,,DH,59,56,0.0,0,0,0,0,0,,.000
