Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,20.9,11,10.6,0,9,8,6,54.5
2017,,21.4,17,19.0,-2,13,9,12,70.6
2018,,22.3,21,21.1,0,5,14,11,52.4
2019,,21.9,25,23.4,2,14,16,12,48.0
2020,,22.2,11,10.6,0,5,8,5,45.5
2021,,22.4,17,17.8,-1,8,17,5,29.4
2022,,22.1,25,25.0,0,11,23,7,28.0
Player,,22.0,127,127.6,-1,65,95,58,45.7
