BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.DH,5,1,2,0,0,1,1,.271,.762
SwansonSS,5,1,2,3,0,1,2,.284,.786
Riley3B,4,0,0,0,1,0,3,.280,.902
Olson1B,4,0,0,0,0,3,3,.240,.797
d'ArnaudC,4,1,3,0,0,0,0,.269,.804
"Harris II, MCF",4,1,2,1,0,0,2,.313,.909
"Rosario, ELF",4,0,1,0,0,0,2,.201,.567
GrossmanRF,4,0,0,1,0,0,2,.205,.612
Adrianza2B,2,1,0,0,2,0,1,.174,.474
,36,5,10,5,3,5,16,,
