BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,1,0,1,0,4,.280,.911
TurnerSS,5,1,1,1,0,0,3,.304,.826
"Freeman, F1B",2,2,1,0,3,1,1,.324,.908
MuncyDH,5,2,3,3,0,1,2,.197,.714
"Turner, J3B",4,1,2,3,1,1,2,.280,.795
"Thompson, TCF",5,0,1,0,0,2,3,.264,.861
GalloLF,0,0,0,0,0,0,0,.168,.657
"Vargas, MLF",2,0,0,0,1,1,1,.158,.411
"Taylor, Ch2B",4,0,0,0,0,1,5,.218,.682
"Barnes, AC",4,1,2,0,0,2,4,.222,.734
,35,7,11,7,6,9,25,,
