BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Rodríguez, JCF",4,0,1,0,0,1,0,.273,.802
WinkerLF,4,0,0,0,0,1,1,.228,.686
"Suárez, EDH",3,0,0,0,1,1,1,.235,.762
1-WilsonPR,0,1,0,0,0,0,0,.000,1.000
Santana1B,4,0,2,0,0,1,0,.214,.674
RaleighC,4,0,1,0,0,1,3,.197,.746
Toro3B,4,0,2,1,0,0,1,.183,.560
Frazier2B,3,0,1,0,0,0,2,.221,.583
"Moore, DSS",2,0,0,0,1,2,0,.163,.665
HaggertyRF,2,0,0,0,0,1,3,.250,.657
a-UptonPH-RF,1,1,1,1,0,0,0,.152,.555
,31,2,8,2,2,8,11,,
