BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerCF,4,2,2,3,0,0,2,.263,.813
a-ZimmerPH-CF,1,0,0,0,0,1,1,.126,.459
BichetteSS,4,1,2,1,1,1,1,.287,.801
"Lopez, OSS",0,0,0,0,0,0,0,.000,.000
Guerrero1B,5,1,1,2,0,1,3,.274,.815
KirkC,4,0,1,1,1,0,2,.291,.800
"Chapman, M3B",4,0,0,0,0,2,3,.230,.759
"Hernández, TRF",4,0,1,0,0,0,2,.257,.775
"Tapia, RLF",4,2,2,1,0,0,2,.263,.670
"Jansen, DDH",3,1,1,0,1,1,1,.255,.841
Merrifield2B,3,2,3,1,0,0,0,.243,.659
,36,9,13,9,3,6,17,,
