Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Toronto Blue Jays,MLB,First Inning,158,151,17,38,8,0,7,15,6,30,2,2,1,.252,.285,.444,.729
Toronto Blue Jays,MLB,Second Inning,14,12,1,1,0,0,1,3,2,3,0,0,0,.083,.214,.333,.547
Toronto Blue Jays,MLB,Third Inning,104,94,14,28,4,0,7,22,8,10,2,0,1,.298,.356,.564,.920
Toronto Blue Jays,MLB,Fourth Inning,62,54,9,16,3,0,3,9,6,6,2,0,1,.296,.371,.519,.890
Toronto Blue Jays,MLB,Fifth Inning,78,72,10,21,4,0,2,16,4,11,0,0,1,.292,.333,.431,.764
Toronto Blue Jays,MLB,Sixth Inning,82,75,16,26,9,0,5,11,4,17,0,0,2,.347,.390,.667,1.057
Toronto Blue Jays,MLB,Seventh Inning,71,64,10,13,1,0,2,2,7,13,1,0,0,.203,.282,.313,.595
Toronto Blue Jays,MLB,Eighth Inning,78,66,10,18,2,0,5,10,12,16,1,1,0,.273,.385,.530,.915
Toronto Blue Jays,MLB,Ninth Inning,47,43,2,10,2,0,0,5,4,10,0,0,0,.233,.298,.279,.577
Toronto Blue Jays,MLB,Extra Innings,12,7,1,4,2,0,0,4,5,0,0,0,0,.571,.750,.857,1.607
