Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Guerrero, Vladimir - RHB",2019,0.00,0.54,0.85,1.12,1.38,1.61,1.83,2.04,2.24,2.44,2.63,2.82,3.01,3.20,3.38,3.56,3.74,3.93,4.12
"Guerrero, Vladimir - RHB",2020,0.00,0.56,0.90,1.18,1.43,1.67,1.89,2.11,2.31,2.51,2.71,2.90,3.09,3.28,3.47,3.66,3.84,4.03,4.23
"Guerrero, Vladimir - RHB",2021,0.00,0.56,0.89,1.16,1.40,1.63,1.85,2.05,2.25,2.44,2.63,2.81,3.00,3.17,3.35,3.53,3.70,3.88,4.06
"Guerrero, Vladimir - RHB",2022,0.00,0.56,0.90,1.17,1.42,1.65,1.86,2.07,2.27,2.46,2.65,2.84,3.02,3.20,3.38,3.56,3.73,3.91,4.09

