PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
"Javier(W, 2-0)",6.0,0,0,0,2,9,0,0.71
"Abreu, B",1.0,0,0,0,0,3,0,0.00
Montero,1.0,0,0,0,0,1,0,1.00
Pressly,1.0,0,0,0,1,1,0,0.00
,9.0,0,0,0,3,14,0,
