BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,3,0,0,1,0,1,0,.201,.800
Hoskins1B,3,1,1,0,1,2,0,.242,.798
RealmutoC,4,0,2,2,0,0,1,.257,.736
"Hall, DDH",4,0,2,0,0,0,2,.260,.820
"Castellanos, NRF",4,1,1,0,0,1,3,.246,.656
Stott2B,3,1,1,0,1,0,1,.195,.593
Bohm3B,4,2,2,2,0,2,2,.293,.729
GregoriusSS,3,1,0,1,0,1,3,.218,.596
"Herrera, OCF",3,1,1,1,0,1,0,.242,.668
,31,7,10,7,2,8,12,,
