BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
CarlsonRF,4,0,1,0,0,0,1,.167,.427
Goldschmidt1B,4,0,0,0,0,1,1,.146,.466
O'NeillLF,4,0,0,0,0,3,0,.231,.652
Arenado3B,4,0,3,0,0,0,0,.405,1.349
PujolsDH,3,0,0,0,0,3,2,.333,1.084
a-NootbaarPH,1,0,0,0,0,1,1,.000,.200
DeJongSS,3,0,0,0,0,2,2,.152,.566
BaderCF,3,0,0,0,0,2,1,.211,.575
MolinaC,3,0,1,0,0,0,0,.160,.320
Edman2B,3,0,0,0,0,1,1,.342,1.048
,32,0,5,0,0,13,9,,
