Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Columbus Clippers,Triple-A,June,88,76,12,27,5,2,0,6,9,4,6,2,0,.355,.419,.474,.893
Columbus Clippers,Triple-A,July,99,90,16,21,7,0,1,5,8,5,9,2,0,.233,.296,.344,.640
Columbus Clippers,Triple-A,August,8,8,1,3,1,0,0,1,0,0,0,0,0,.375,.375,.500,.875
Columbus Clippers,Triple-A,Pre All-Star,125,109,18,38,7,2,1,10,13,6,13,4,0,.349,.415,.477,.892
Columbus Clippers,Triple-A,Post All-Star,70,65,11,13,6,0,0,2,4,3,2,0,0,.200,.246,.292,.538
