Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Columbus Clippers,Triple-A,First Inning,39,37,10,15,8,0,1,3,1,3,3,0,0,.405,.421,.703,1.124
Columbus Clippers,Triple-A,Second Inning,11,10,1,2,0,0,0,1,1,0,0,1,0,.200,.273,.200,.473
Columbus Clippers,Triple-A,Third Inning,28,25,3,8,2,0,0,2,3,1,2,2,0,.320,.393,.400,.793
Columbus Clippers,Triple-A,Fourth Inning,15,12,2,1,0,0,0,0,3,3,1,0,0,.083,.267,.083,.350
Columbus Clippers,Triple-A,Fifth Inning,24,22,4,8,1,0,0,0,1,0,3,0,0,.364,.391,.409,.800
Columbus Clippers,Triple-A,Sixth Inning,21,17,3,4,0,1,0,3,2,1,1,1,0,.235,.300,.353,.653
Columbus Clippers,Triple-A,Seventh Inning,17,17,1,5,1,0,0,0,0,0,3,0,0,.294,.294,.353,.647
Columbus Clippers,Triple-A,Eighth Inning,21,20,5,4,1,1,0,0,1,1,1,0,0,.200,.238,.350,.588
Columbus Clippers,Triple-A,Ninth Inning,14,11,0,3,0,0,0,3,3,0,0,0,0,.273,.429,.273,.702
Columbus Clippers,Triple-A,Extra Innings,5,3,0,1,0,0,0,0,2,0,1,0,0,.333,.600,.333,.933
