Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,20.4,12,17.4,-5,8,17,5,41.7
2017,,21.6,29,26.0,3,11,19,11,37.9
2018,,21.8,39,37.8,1,13,31,14,35.9
2019,,22.9,23,25.6,-3,10,15,14,60.9
2020,,23.7,17,17.5,-1,3,8,11,64.7
2021,,25.5,36,37.9,-2,10,22,21,58.3
2022,,24.6,30,29.3,1,10,21,12,40.0
Player,,23.3,186,191.5,-6,65,133,88,47.3
