BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,1,1,0,0,0,1,.273,.864
Gurriel1B,4,1,1,0,0,1,1,.243,.686
"Alvarez, YDH",2,0,0,1,1,1,1,.308,1.081
Díaz3B,4,0,2,1,0,1,1,.255,.735
TuckerRF,3,0,0,0,1,0,2,.240,.775
PeñaSS,4,0,0,0,0,2,4,.252,.739
McCormickLF,3,0,0,0,1,1,2,.228,.727
MeyersCF,3,0,1,0,0,1,0,.220,.599
a-MatijevicPH,1,0,0,0,0,1,0,.189,.586
MaldonadoC,3,0,1,0,0,1,2,.175,.582
b-JonesPH,1,0,0,0,0,0,0,.000,.000
,32,2,6,2,3,9,14,,
