BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Edman2B,4,1,0,0,1,2,4,.308,.895
Goldschmidt1B,5,1,2,0,0,2,3,.276,.760
Arenado3B,5,0,2,1,0,1,2,.347,1.071
O'NeillLF,4,1,1,0,1,1,2,.206,.607
YepezDH,5,1,2,0,0,0,3,.438,1.063
CarlsonRF,5,1,1,3,0,1,4,.208,.577
BaderCF,4,2,3,0,1,0,1,.247,.680
MolinaC,4,0,1,1,0,3,3,.230,.525
DeJongSS,4,0,2,2,0,0,1,.135,.433
,40,7,14,7,3,10,23,,
