PITCHERS - CLE,IP,H,R,ER,BB,SO,HR,ERA
"Quantrill(W, 6-5)",6.0,4,0,0,2,5,0,3.75
Sandlin,1.0,0,0,0,0,2,0,3.04
Karinchak,1.0,0,0,0,0,2,0,4.50
Tully,1.0,1,0,0,1,1,0,6.00
,9.0,5,0,0,3,10,0,
