BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,0,0,0,1,1,3,.291,.890
PeñaSS,2,0,0,0,0,1,0,.249,.690
Bregman3B,3,0,1,1,0,0,1,.268,.846
TuckerRF,4,1,2,1,0,0,1,.259,.816
Gurriel1B,4,0,1,0,0,0,2,.245,.662
ManciniLF,4,0,1,0,0,1,1,.252,.742
DubónCF,0,0,0,0,0,0,0,.216,.584
VázquezC,4,0,0,0,0,2,2,.273,.711
McCormickCF-LF,3,0,0,0,1,2,1,.234,.727
HensleyDH,2,1,0,0,2,0,0,.316,.856
,30,2,5,2,4,7,11,,
