BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,4,1,1,0,1,2,0,.205,.813
Hoskins1B,5,1,1,0,0,1,3,.184,.741
RealmutoC,4,1,2,3,1,0,1,.267,.842
HarperDH,4,1,2,0,1,1,1,.426,1.332
"Castellanos, NRF",5,1,1,1,0,2,5,.217,.548
Bohm3B,5,0,1,2,0,1,1,.190,.541
"Sosa, E3B",0,0,0,0,0,0,0,.500,1.250
StottSS,3,0,0,0,2,2,0,.182,.592
Segura2B,5,0,0,0,0,1,4,.225,.554
MarshCF,4,1,1,0,0,1,0,.167,.586
,39,6,9,6,5,11,15,,
