PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
Verlander,5.0,6,5,5,2,5,0,7.20
"Abreu, B",1.2,1,0,0,2,3,0,0.00
Neris,0.1,0,0,0,0,1,0,2.08
Montero,1.0,0,0,0,0,1,0,1.42
Pressly,1.0,0,0,0,0,1,0,0.00
"Garcia, L(L, 1-1)",0.2,2,1,1,0,0,1,1.59
Stanek,0.1,0,0,0,1,0,0,0.00
,10.0,9,6,6,5,11,1,
