Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2018,95,85,98,97,81,76,98,96,93,98,9,68,10,52,82,,
2019,76,88,77,63,69,65,86,97,97,88,22,36,28,35,79,,
2020,59,36,52,57,57,55,71,55,85,68,18,79,16,66,93,,
2021,97,73,100,100,95,100,100,97,100,97,7,98,3,52,91,,
2022,98,92,99,98,93,99,98,97,100,93,30,81,26,57,75,,
