Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Los Angeles Angels,MLB,First Inning,156,134,25,36,10,1,8,18,22,34,3,2,0,.269,.372,.537,.909
Los Angeles Angels,MLB,Second Inning,11,10,1,3,0,2,0,4,1,1,0,0,0,.300,.364,.700,1.064
Los Angeles Angels,MLB,Third Inning,99,88,10,25,4,0,6,16,9,29,0,1,2,.284,.364,.534,.898
Los Angeles Angels,MLB,Fourth Inning,60,54,5,12,2,0,0,0,6,18,1,2,0,.222,.300,.259,.559
Los Angeles Angels,MLB,Fifth Inning,79,70,10,23,2,1,6,15,8,17,0,2,1,.329,.405,.643,1.048
Los Angeles Angels,MLB,Sixth Inning,63,61,9,12,3,0,3,9,1,15,0,1,1,.197,.222,.393,.615
Los Angeles Angels,MLB,Seventh Inning,73,63,12,20,1,1,6,16,8,18,5,0,1,.317,.397,.651,1.048
Los Angeles Angels,MLB,Eighth Inning,72,66,8,18,3,0,2,6,6,15,2,1,0,.273,.333,.409,.742
Los Angeles Angels,MLB,Ninth Inning,42,35,8,11,5,1,3,10,6,11,0,0,0,.314,.405,.771,1.176
Los Angeles Angels,MLB,Extra Innings,11,5,2,0,0,0,0,1,5,3,0,0,0,.000,.455,.000,.455
