Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2018,LAA,AL,367,184,128,0,1,.350,45,2,52,1455,3.965,.278,.060,.363,.279,2,0
2019,LAA,AL,425,194,192,0,4,.354,43,6,67,1683,3.960,.259,.042,.300,.219,8,0
2020,LAA,AL,175,56,99,0,0,.229,13,3,29,739,4.223,.286,.040,.440,.176,1,1
2021,LAA,AL,639,318,187,0,2,.303,80,7,74,2594,4.059,.296,.072,.508,.335,6,0
2022,LAA,AL,666,304,196,0,3,.320,70,6,83,2546,3.823,.242,.051,.447,.246,4,0
5 Seasons,LAA,AL,2272,1056,802,0,10,.321,251,24,305,9017,3.969,.269,.056,.425,.265,21,1
