BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BenintendiLF,3,1,2,2,0,0,0,.303,.775
JudgeCF,4,1,2,1,0,1,2,.295,1.051
Rizzo1B,4,0,1,0,0,2,3,.221,.825
LeMahieuDH,3,0,1,1,0,0,0,.281,.789
Donaldson3B,4,0,0,0,0,1,2,.221,.686
"Cabrera, O2B",3,0,0,0,1,0,1,.136,.356
TrevinoC,4,0,0,0,0,0,2,.265,.723
Kiner-FalefaSS,3,2,2,0,0,0,0,.268,.637
GonzalezRF,2,0,0,0,0,0,1,.202,.599
,30,4,8,4,1,4,11,,
