BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,2,1,1,1,1,1,.290,.865
CanhaRF-LF,3,3,2,1,1,0,0,.299,.786
LindorSS,2,2,1,0,2,1,2,.231,.724
Alonso1B,4,2,2,4,0,0,3,.264,.825
McNeilLF-2B,5,1,2,2,0,0,2,.315,.794
Escobar3B,4,0,0,1,0,3,4,.211,.665
"Smith, DoDH",3,0,1,1,1,2,2,.203,.552
Guillorme2B,3,0,1,1,0,0,1,.278,.760
1-JankowskiPR-RF,0,1,0,0,0,0,0,.243,.576
MazeikaC,3,0,1,0,0,0,1,.273,.909
,31,11,11,11,5,7,16,,
