Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Cleveland Guardians,MLB,vs Left,,,,31,,,78.0,311,55,,,10,22,87,0.99
Cleveland Guardians,MLB,vs Right,,,,31,,,112.1,430,83,,,15,22,103,0.93
