BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,1,3,0,1,0,0,.272,.781
"Marte, SRF",4,1,1,1,0,0,3,.299,.816
NaquinRF,1,0,1,0,0,0,0,.249,.752
LindorSS,3,1,1,0,1,0,3,.262,.797
a-EscobarPH-3B,1,0,0,0,0,1,2,.218,.662
Alonso1B,4,2,1,2,1,1,5,.276,.901
VogelbachDH,5,1,2,4,0,2,4,.236,.790
McNeil2B,5,1,3,0,0,0,1,.302,.791
CanhaLF,4,0,0,0,0,1,2,.270,.741
Guillorme3B-SS,5,1,1,1,0,1,3,.286,.734
NidoC,4,1,1,1,0,3,3,.216,.517
b-MazeikaPH-C,1,0,0,0,0,1,0,.191,.508
,41,9,14,9,3,10,26,,
