BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu1B-2B,5,1,1,0,0,0,3,.258,.739
JudgeCF,4,1,1,1,1,2,3,.305,1.036
Donaldson3B,4,1,1,2,0,2,2,.232,.724
StantonDH,4,0,0,0,1,3,4,.258,.844
Torres2B-SS,5,1,3,3,0,1,1,.267,.838
"Hicks, ALF",4,0,1,0,0,1,2,.231,.626
HigashiokaC,3,1,1,1,0,1,2,.173,.548
a-RizzoPH-1B,2,1,1,1,0,0,2,.233,.850
GonzalezSS-RF,4,1,2,1,0,2,2,.243,.656
GalloRF,1,2,0,0,2,1,0,.186,.666
b-TrevinoPH-C,0,0,0,0,1,0,0,.283,.801
,36,9,11,9,5,13,21,,
