Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Durham Bulls,Triple-A,No Outs,124,99,,34,13,0,4,15,24,15,,,1,.343,.476,.596,1.072
Durham Bulls,Triple-A,One Out,137,112,,29,3,0,5,22,23,30,,,1,.259,.387,.420,.807
Durham Bulls,Triple-A,Two Outs,145,118,,32,8,0,7,26,25,37,,,2,.271,.407,.517,.924
