Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Texas Rangers,MLB,First Inning,79,73,8,20,3,1,3,10,6,27,0,0,0,.274,.329,.466,.795
Texas Rangers,MLB,Second Inning,74,68,10,22,6,0,2,6,6,15,0,1,0,.324,.378,.500,.878
Texas Rangers,MLB,Third Inning,65,56,7,17,3,1,1,8,8,9,0,0,1,.304,.400,.446,.846
Texas Rangers,MLB,Fourth Inning,75,71,10,22,4,0,4,10,3,12,0,0,1,.310,.347,.535,.882
Texas Rangers,MLB,Fifth Inning,71,63,10,21,1,0,4,10,8,13,1,0,0,.333,.408,.540,.948
Texas Rangers,MLB,Sixth Inning,72,69,3,19,0,1,1,3,3,16,0,0,0,.275,.306,.348,.654
Texas Rangers,MLB,Seventh Inning,71,64,7,19,5,0,4,8,5,21,0,1,2,.297,.366,.563,.929
Texas Rangers,MLB,Eighth Inning,67,64,9,18,3,0,4,11,3,12,0,0,0,.281,.313,.516,.829
Texas Rangers,MLB,Ninth Inning,60,55,7,17,0,0,3,7,5,19,1,0,0,.309,.367,.473,.840
Texas Rangers,MLB,Extra Innings,11,10,3,4,1,0,1,3,1,3,0,0,0,.400,.455,.800,1.255
