Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2019,23,27.1,4.32,,14,20,304,55.6
2020,24,27.0,4.37,,7,17,227,54.8
2021,25,27.3,4.37,,12,32,295,56.4
2022,26,27.1,4.39,,12,39,350,44.0
