Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,88,76,80,78,93,68,85,73,96,80,17,88,4,95,92,,
2016,84,55,75,77,87,93,84,56,98,59,24,89,22,70,84,,
2017,93,90,91,85,90,87,73,77,96,87,67,67,49,84,75,20,
2018,73,53,73,75,65,81,65,45,96,48,57,71,46,82,66,48,
2019,96,86,96,96,93,92,93,63,94,82,60,86,36,92,83,93,
2020,96,92,95,93,92,89,81,48,97,68,78,71,53,73,82,78,23
2021,81,40,84,89,62,60,90,51,97,53,38,73,33,73,82,,83
2022,79,78,74,65,81,72,56,43,92,63,76,65,24,70,76,75,55
