 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2014,,277,18.5,15.9%,1.1%,278,24.6,0.0%,17.3%
2015,,536,17.7,27.6%,6.0%,287,24.3,8.0%,23.3%
2016,,899,17.5,29.5%,6.3%,399,25.4,9.0%,26.3%
2017,,886,17.7,19.3%,4.1%,328,23.9,0.3%,20.4%
2018,,863,18.1,18.7%,3.8%,347,25.3,0.0%,24.2%
2019,,760,17.4,24.1%,1.8%,370,24.5,0.8%,17.0%
2020,,245,17.6,24.9%,2.9%,117,24.7,0.0%,22.2%
2021,,439,18.2,13.2%,1.8%,189,23.4,0.5%,12.2%
2022,,656,18.2,20.1%,2.4%,292,23.7,0.3%,10.3%
