BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Bruján2B,4,0,0,0,0,2,0,.144,.406
MargotDH,4,0,0,0,0,2,0,.310,.808
Choi1B,2,0,0,0,2,0,0,.284,.851
"Díaz, Y3B",4,0,1,0,0,0,1,.269,.747
ArozarenaLF,3,0,0,0,0,1,2,.262,.745
"Phillips, BCF",3,0,0,0,0,1,0,.167,.526
"Ramírez, HRF",3,0,1,0,0,1,0,.287,.700
"Mejía, FC",3,1,1,1,0,0,0,.206,.565
WallsSS,3,0,0,0,0,2,0,.146,.484
,29,1,3,1,2,9,3,,
