BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
AltuveDH,3,0,0,0,0,0,1,.269,.881
PeñaSS,4,0,1,0,0,1,1,.275,.788
DubónSS,0,0,0,0,0,0,0,.240,.651
"Alvarez, YLF",3,0,0,0,1,1,2,.316,1.070
McCormickLF,0,0,0,0,0,0,0,.215,.676
Bregman3B,4,0,1,0,0,1,2,.241,.768
TuckerRF,3,0,1,0,1,1,2,.256,.846
Gurriel1B,4,1,1,0,0,0,4,.228,.664
Díaz2B,4,0,1,0,0,0,2,.215,.555
CastroC,4,1,2,2,0,1,2,.115,.384
MeyersCF,4,0,0,0,0,1,1,.222,.444
,33,2,7,2,2,6,17,,
