Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
San Francisco Giants,MLB,No Outs,167,144,,33,8,1,4,7,20,41,,,2,.229,.329,.382,.711
San Francisco Giants,MLB,One Out,193,168,,36,14,1,6,28,17,51,,,2,.214,.286,.417,.703
San Francisco Giants,MLB,Two Outs,198,173,,35,9,0,7,22,24,49,,,1,.202,.303,.376,.679
