Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2019,SF,NL,411,192,148,1,3,.325,46,4,51,1632,3.971,.260,.051,.299,.245,4,1
2020,SF,NL,225,109,63,0,0,.370,28,2,26,940,4.178,.244,.044,.545,.271,3,1
2021,SF,NL,532,214,201,1,3,.254,56,3,68,2103,3.953,.246,.047,.389,.233,2,0
2022,SF,NL,558,190,216,1,6,.261,50,3,59,2349,4.210,.253,.030,.433,.177,2,1
4 Seasons,SF,NL,1726,705,628,3,12,.288,180,12,204,7024,4.070,.251,.042,.401,.223,11,3
