BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeCF-RF,5,2,3,1,0,0,2,.299,1.075
LeMahieu1B,5,0,0,0,0,0,3,.262,.739
"Cabrera, ORF",3,0,0,1,1,2,0,.200,.529
FlorialCF,0,0,0,0,0,0,0,.050,.186
StantonDH,5,0,0,0,0,0,4,.216,.757
Donaldson3B,3,0,1,0,1,1,1,.219,.679
Kiner-FalefaSS,3,0,1,0,1,0,1,.262,.628
"Hicks, ALF",4,0,0,0,0,0,4,.214,.629
Peraza2B,3,0,0,0,0,2,3,.000,.125
HigashiokaC,3,0,1,0,0,0,2,.193,.578
a-TrevinoPH-C,1,0,0,0,0,0,2,.260,.705
,35,2,6,2,3,5,22,,
