PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Montas(W, 5-11)",5.0,1,0,0,0,7,0,3.79
"Trivino(H, 3)",1.0,1,0,0,0,2,0,4.76
"Marinaccio(H, 5)",0.1,1,0,0,1,0,0,1.80
"Loáisiga(H, 9)",1.2,0,0,0,1,2,0,4.79
"Holmes(S, 18)",1.0,3,1,1,0,1,0,2.42
,9.0,6,1,1,2,12,0,
