PITCHERS - SF,IP,H,R,ER,BB,SO,HR,ERA
"Junis(L, 4-3)",3.2,5,3,3,2,5,0,3.05
Brebbia,0.1,1,1,1,0,0,1,2.47
"Rogers, Ty",1.0,1,0,0,0,2,0,4.68
"García, J",1.0,0,0,0,0,2,0,2.89
"Marte, Y",1.0,1,1,1,0,1,1,5.58
Leone,1.0,0,0,0,0,2,0,3.79
Doval,1.0,0,0,0,0,2,0,3.07
,9.0,8,5,5,2,14,2,
