Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Turner, Trea - RHB",2016,0.00,0.55,0.84,1.08,1.31,1.53,1.73,1.92,2.10,2.28,2.45,2.62,2.79,2.95,3.11,3.28,3.44,3.60,3.77
"Turner, Trea - RHB",2017,0.00,0.54,0.83,1.07,1.30,1.51,1.71,1.90,2.08,2.26,2.43,2.60,2.76,2.92,3.08,3.24,3.40,3.56,3.73
"Turner, Trea - RHB",2018,0.00,0.55,0.84,1.09,1.32,1.53,1.73,1.92,2.10,2.28,2.45,2.61,2.78,2.94,3.10,3.26,3.42,3.58,3.75
"Turner, Trea - RHB",2019,0.00,0.54,0.83,1.08,1.31,1.52,1.72,1.91,2.09,2.26,2.43,2.60,2.76,2.92,3.08,3.24,3.40,3.56,3.73
"Turner, Trea - RHB",2020,0.00,0.56,0.87,1.12,1.35,1.56,1.76,1.95,2.13,2.31,2.48,2.65,2.81,2.97,3.13,3.29,3.46,3.62,3.78
"Turner, Trea - RHB",2021,0.00,0.56,0.87,1.12,1.34,1.56,1.75,1.94,2.12,2.29,2.46,2.63,2.80,2.96,3.12,3.27,3.43,3.59,3.75
"Turner, Trea - RHB",2022,0.00,0.56,0.87,1.12,1.35,1.56,1.76,1.95,2.13,2.31,2.48,2.64,2.81,2.97,3.13,3.29,3.45,3.60,3.77

