Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2012,PIT,NL,LF,43,38,338.0,69,63,3,3,0,,.957
2012,PIT,NL,CF,4,1,13.0,3,3,0,0,0,,1.000
2013,PIT,NL,LF,124,113,1038.1,187,176,5,6,0,,.968
2013,PIT,NL,CF,13,6,69.2,19,17,1,1,0,,.947
2014,PIT,NL,LF,114,107,943.2,160,151,4,5,0,,.969
2014,PIT,NL,CF,28,16,161.1,28,27,0,1,0,,.964
2015,PIT,NL,LF,141,133,1186.1,196,180,15,1,0,,.995
2015,PIT,NL,CF,18,10,103.0,27,25,1,1,1,,.963
2016,PIT,NL,LF,114,111,966.2,189,168,17,4,2,,.979
2016,PIT,NL,CF,16,9,96.1,28,28,0,0,0,,1.000
2017,PIT,NL,LF,56,56,476.0,106,100,6,0,0,,1.000
2017,PIT,NL,CF,25,19,189.1,60,57,2,1,0,,.983
2018,PIT,NL,CF,139,136,1196.1,352,338,11,3,3,,.991
2019,PIT,NL,CF,130,128,1141.1,310,297,8,5,2,,.984
2020,AZ,NL,LF,1,0,3.0,1,1,0,0,0,,1.000
2020,AZ,NL,CF,33,33,273.0,72,70,2,0,0,,1.000
2020,MIA,NL,CF,28,27,213.2,54,52,1,1,0,,.981
2020,2 Teams,,CF,61,60,486.2,126,122,3,1,0,,.992
2021,MIA,NL,CF,63,62,543.1,141,133,6,2,3,,.986
2021,OAK,AL,CF,56,55,479.1,150,147,2,1,0,,.993
2021,2 Teams,,CF,119,117,1022.2,291,280,8,3,3,,.990
2022,NYM,NL,CF,2,0,5.0,0,0,0,0,0,,.000
2022,NYM,NL,RF,116,116,993.2,219,209,9,1,1,,.995
2022,NYM,NL,DH,1,0,0.0,0,0,0,0,0,,.000
11 Seasons,2 Teams,,LF,593,558,4952.0,908,839,50,19,2,,.979
,5 Teams,,CF,555,502,4484.2,1244,1194,34,16,9,,.987
,NYM,NL,RF,116,116,993.2,219,209,9,1,1,,.995
,NYM,NL,DH,1,0,0.0,0,0,0,0,0,,.000
