Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,2.8,15,530,27.6,136,.359,.658,.476,19.2,20.6,19.0,.324,.600,.440,43.8
2022,Sinker,,0.7,3,426,22.2,113,.269,.385,.341,15.1,15.9,20.5,.271,.370,.313,27.9
2022,Slider,,0.3,1,390,20.3,103,.250,.390,.296,29.8,19.4,15.0,.257,.370,.284,31.3
2022,Curveball,,-2.0,-4,220,11.5,57,.192,.250,.238,23.5,17.5,12.8,.171,.249,.227,21.4
2022,Changeup,,2.6,5,198,10.3,61,.293,.517,.392,34.9,24.6,23.1,.283,.458,.339,44.2
2022,Cutter,,0.7,1,137,7.1,31,.419,.581,.434,31.3,16.1,14.3,.354,.453,.356,30.8
2022,Splitter,,-1.4,0,19,1.0,4,.250,.250,.225,46.2,25.0,10.0,.098,.100,.091,33.3
2021,4-Seamer,,1.6,11,667,33.9,178,.300,.493,.403,20.2,18.0,15.7,.295,.523,.401,39.5
2021,Slider,,1.7,7,388,19.7,117,.340,.566,.411,31.6,23.9,20.9,.274,.470,.348,43.0
2021,Sinker,,1.9,6,316,16.0,86,.366,.427,.405,10.5,10.5,14.8,.297,.369,.308,43.2
2021,Curveball,,0.3,1,243,12.3,50,.234,.340,.276,33.0,18.0,11.7,.253,.388,.301,36.8
2021,Changeup,,1.1,2,203,10.3,54,.229,.292,.297,33.9,25.9,23.7,.217,.334,.290,41.2
2021,Cutter,,1.6,2,130,6.6,32,.407,.519,.452,24.2,15.6,14.3,.282,.374,.350,27.3
2021,Splitter,,-6.9,-2,22,1.1,7,.143,.143,.129,33.3,28.6,25.0,.235,.259,.224,0.0
2020,4-Seamer,,0.1,0,290,30.8,73,.313,.578,.416,18.6,11.0,9.8,.282,.549,.393,32.1
2020,Slider,,1.9,3,176,18.7,46,.317,.341,.350,40.4,28.3,21.7,.228,.335,.277,41.4
2020,Sinker,,-1.6,-3,175,18.6,46,.227,.318,.262,14.8,17.4,17.8,.206,.252,.224,27.8
2020,Changeup,,-0.9,-1,131,13.9,35,.212,.212,.246,30.7,14.3,10.6,.291,.341,.302,21.4
2020,Curveball,,1.0,1,99,10.5,29,.214,.464,.329,26.4,17.2,13.9,.213,.427,.285,21.7
2020,Cutter,,7.5,4,57,6.0,13,.583,1.000,.677,25.0,7.7,7.7,.509,.816,.575,45.5
2020,Splitter,,-0.4,0,11,1.2,6,.200,.200,.267,25.0,16.7,25.0,.279,.303,.342,0.0
2020,N/A,,-15.6,-1,4,0.4,1,.000,.000,.000,0.0,0.0,0.0,.627,1.138,.736,100.0
2019,4-Seamer,,2.7,17,640,30.1,188,.329,.582,.411,14.1,14.9,14.5,.291,.532,.370,40.0
2019,Sinker,,0.1,1,498,23.4,145,.292,.500,.369,15.9,6.9,8.6,.348,.532,.405,40.5
2019,Slider,,-1.1,-5,400,18.8,103,.228,.356,.265,42.2,26.2,20.8,.256,.455,.305,35.1
2019,Curveball,,0.4,1,225,10.6,55,.320,.400,.367,25.5,21.8,16.2,.310,.445,.357,44.7
2019,Changeup,,-2.9,-6,194,9.1,52,.188,.250,.239,40.5,23.1,16.2,.204,.309,.247,16.2
2019,Cutter,,4.8,6,120,5.6,26,.440,1.080,.628,25.0,11.5,11.5,.395,.974,.529,56.5
2019,Splitter,,4.4,1,23,1.1,7,.429,.714,.486,42.9,28.6,20.0,.287,.382,.290,40.0
2018,4-Seamer,,1.0,8,735,32.4,188,.217,.447,.354,14.0,15.4,12.4,.260,.494,.373,49.6
2018,Sinker,,1.2,6,501,22.1,146,.277,.482,.357,15.3,11.0,14.3,.281,.484,.350,38.5
2018,Slider,,0.3,1,450,19.9,109,.321,.453,.343,39.0,28.4,21.8,.279,.487,.331,35.5
2018,Changeup,,2.9,7,232,10.2,65,.383,.450,.381,33.1,18.5,13.8,.271,.326,.289,22.4
2018,Curveball,,-0.1,0,194,8.6,62,.246,.475,.315,29.3,25.8,25.4,.209,.374,.256,40.0
2018,Cutter,,-0.4,-1,124,5.5,24,.333,.542,.373,28.0,12.5,7.9,.304,.480,.337,28.6
2018,Splitter,,-3.6,-1,22,1.0,5,.200,.200,.180,46.2,20.0,12.5,.180,.217,.170,0.0
2017,4-Seamer,,-0.2,-1,475,36.0,121,.266,.367,.320,14.6,14.9,12.4,.280,.455,.349,31.5
2017,Slider,,-0.3,-1,279,21.2,77,.307,.387,.307,34.5,28.6,22.9,.251,.344,.267,30.2
2017,Sinker,,0.5,1,226,17.1,61,.370,.556,.408,14.4,9.8,13.0,.331,.539,.399,30.6
2017,Changeup,,-1.3,-2,125,9.5,27,.130,.174,.260,27.9,14.8,10.3,.220,.326,.306,26.3
2017,Curveball,,-0.2,0,97,7.4,22,.227,.273,.220,27.3,18.2,10.8,.248,.327,.247,27.8
2017,Cutter,,-2.9,-2,52,3.9,14,.143,.357,.207,37.5,42.9,40.0,.148,.349,.203,12.5
2017,Splitter,,-1.0,0,33,2.5,8,.000,.000,.263,50.0,37.5,16.7,.059,.079,.300,0.0
2017,Knuckleball,,0.9,0,12,0.9,3,.500,.500,.533,0.0,0.0,--,.186,.204,.345,0.0
