BATTERS - CWS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Harrison2B,5,1,2,1,0,0,1,.237,.682
Moncada3B,5,1,1,1,0,0,1,.210,.594
VaughnLF,5,1,1,1,0,0,1,.299,.808
"Abreu, J1B",4,0,2,0,1,0,0,.307,.863
GrandalDH,4,0,3,1,0,1,0,.193,.540
SheetsRF,3,0,0,0,1,2,5,.220,.650
ZavalaC,4,0,2,0,0,1,3,.295,.787
"Garcia, LeSS",3,1,0,0,0,1,1,.203,.489
EngelCF,2,0,0,0,0,1,0,.247,.661
"a-Jiménez, EPH",1,0,0,0,0,0,1,.200,.550
PollockCF,1,0,0,0,0,1,1,.227,.598
,37,4,11,4,2,7,14,,
